neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,shrinkage_reported,shrinkage_corrected,slicing_thickness,min_age,max_age,min_weight,max_weight,reference_doi,primary_brain_region,secondary_brain_region,tertiary_brain_region,tertiary_cell_class,secondary_cell_class,primary_cell_class,physical_integrity
1753,6-S6-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1754,6-S6-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1755,6-S7-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1756,6-S8-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1757,7-S11-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1758,7-S11-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1759,7-S12-4,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1799,C-S3-A1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1800,C-S3-A2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1801,C-S3-A4,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1802,C-S4-B1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1803,C-S5-C1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1804,C-S5-C2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1805,C-S5-C3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1806,C-S5-C4,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1714,2-S8-A1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1715,2-S9-A1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1716,2-S9-B1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1717,3-S1-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1718,3-S17-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1719,3-S17-3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1720,3-S17-4,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1721,3-S4-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1722,3-S6-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1723,3-S7-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1724,3-S7-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1725,3-S7-3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1726,3-S7-4,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1727,4-S10-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1728,4-S11-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1729,4-S15-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1730,4-S16-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1731,4-S17-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1732,4-S19-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1733,4-S2-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1808,D-S10-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1809,D-S11-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1810,D-S13-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1811,D-S16-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1812,D-S17-3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1813,D-S18-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1814,D-S18-3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1815,D-S23-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1817,D-S9-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1818,D-S9-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
